Timestamp_UTC,GOES_Flux_Wm2,GOES_Class,VIX_Price,QQQ_Price,Data_Quality,Status,Notes
2026-04-26 04:27:19 UTC,NA,A,18.709999084472656,663.8800048828125,EARLY_ONSET_DETECTED,WATCHING,
2026-04-26 04:38:31 UTC,NA,A,18.709999084472656,663.8800048828125,EARLY_ONSET_DETECTED,POSITION_ACTIVE,
2026-04-26 04:39:18 UTC,NA,A,18.709999084472656,663.8800048828125,EARLY_ONSET_DETECTED,POSITION_ACTIVE,
2026-04-26 04:54:36 UTC,NA,A,18.709999084472656,663.8800048828125,EARLY_ONSET_DETECTED,POSITION_ACTIVE,
2026-04-26 05:09:53 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 05:25:10 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 05:40:28 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 05:55:45 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 06:11:03 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 06:26:21 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 06:41:39 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 06:56:57 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 07:12:14 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 07:27:32 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 07:42:49 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 07:58:07 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 08:13:24 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 08:28:41 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 08:43:59 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 08:59:18 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-26 09:14:36 UTC,NA,A,18.709999084472656,663.8800048828125,SVC_DOWN,POSITION_ACTIVE,
2026-04-27T13:42:50.808442+00:00,GOES-16,0,UNKNOWN,ACTIVE,19.07,662.58,OPEN,,ALL_DOWN,YHOO,1d
2026-04-27T13:53:47.619192+00:00,GOES-16,0,UNKNOWN,ACTIVE,19.01,661.79,OPEN,,ALL_DOWN,YHOO,1d
2026-04-27T13:56:24.584683+00:00,GOES-16,0,UNKNOWN,ACTIVE,19.05,662.766,OPEN,,ALL_DOWN,YHOO,1d
2026-04-27T13:57:10.795001+00:00,GOES-16,0,UNKNOWN,ACTIVE,19.04,662.953,OPEN,,ALL_DOWN,YHOO,1d
2026-04-27T13:58:29.903505+00:00,GOES-16,1e-05,M,ACTIVE,19.13,663.225,OPEN,,SolarMonitor.org,YHOO,1d
2026-04-27T14:03:31.902816+00:00,GOES-16,1e-05,M,ACTIVE,19.14,662.91,OPEN,,SolarMonitor.org,YHOO,1d
2026-04-27T14:08:34.442429+00:00,GOES-16,1e-05,M,ACTIVE,19.05,662.73,OPEN,,SolarMonitor.org,YHOO,1d
2026-04-27T14:13:36.053603+00:00,GOES-16,1e-05,M,ACTIVE,18.92,662.65,OPEN,,SolarMonitor.org,YHOO,1d
2026-04-27T14:18:37.780841+00:00,GOES-16,1e-05,M,ACTIVE,18.94,662.19,OPEN,,SolarMonitor.org,YHOO,1d
2026-04-27T14:23:39.806054+00:00,GOES-16,1e-05,M,ACTIVE,18.86,662.245,OPEN,,SolarMonitor.org,YHOO,1d
2026-04-27T14:29:04.125171+00:00,GOES-16,1e-05,M,ACTIVE,18.83,662.212,OPEN,,SolarMonitor.org,YHOO,1d
